date,cu_usd_per_tonne,al_usd_per_tonne,eur_usd_rate,cu_eur_per_tonne,al_eur_per_tonne
2024-01-31,8513.0,2232.0,1.0837,7855.495063209374,2059.6105933376393
2024-02-01,8437.0,2212.5,1.0814,7801.923432587388,2045.958942112077
2024-02-02,8400.0,2209.5,1.0883,7718.459983460442,2030.23063493522
2024-02-05,8329.0,2183.5,1.0746,7750.7909919970225,2031.9188535268938
2024-02-06,8280.0,2184.5,1.0743,7707.344317229824,2033.4171088150422
2024-02-07,8280.5,2195.5,1.0776,7684.205642167781,2037.3979213066075
2024-02-08,8202.0,2214.5,1.0758,7624.093697713329,2058.468116750325
2024-02-09,8091.5,2180.5,1.0772,7511.604158930561,2024.229483847011
2024-02-12,8085.5,2188.0,1.0773,7505.33741761812,2031.0034345122067
2024-02-13,8185.0,2204.0,1.0793,7583.6190123228025,2042.0643009357918
2024-02-14,8133.5,2194.0,1.0713,7592.177727994026,2047.9790908242323
2024-02-15,8153.0,2205.0,1.0743,7589.127804151541,2052.4993018709856
2024-02-16,8322.0,2203.0,1.0768,7728.454680534918,2045.8766716196137
2024-02-19,8364.5,2185.0,1.0776,7762.156644394952,2027.654046028211
2024-02-20,8366.5,2147.5,1.0802,7745.324939825958,1988.0577670801702
2024-02-21,8472.0,2211.5,1.0809,7837.912850402443,2045.980201683782
2024-02-22,8482.0,2178.5,1.0844,7821.836960531169,2008.9450387310956
2024-02-23,8442.5,2157.0,1.0834,7792.597378622854,1990.9544028059813
2024-02-26,8373.0,2140.5,1.0852,7715.628455584225,1972.4474751197936
2024-02-27,8396.5,2146.0,1.0856,7734.432571849669,1976.7870302137069
2024-02-28,8340.5,2130.0,1.0808,7716.968911917099,1970.7623982235382
2024-02-29,8389.0,2163.0,1.0826,7748.937742471827,1997.9678551634952
2024-03-01,8394.0,2183.5,1.0813,7762.878017201518,2019.328585961343
2024-03-04,8437.0,2182.5,1.0846,7778.904665314401,2012.2625852848976
2024-03-05,8429.5,2191.5,1.0849,7769.840538298461,2020.0018434878791
2024-03-06,8441.0,2187.5,1.0874,7762.552878425603,2011.6792348721724
2024-03-07,8559.0,2210.0,1.0895,7855.897200550712,2028.4534189995413
2024-03-08,8552.5,2209.0,1.0932,7823.362605195756,2020.6732528357118
2024-03-11,8522.0,2202.0,1.0926,7799.743730550979,2015.376166941241
2024-03-12,8566.0,2213.5,1.0916,7847.196775375596,2027.7574203004765
2024-03-13,8727.0,2224.0,1.0939,7977.877319681871,2033.092604442819
2024-03-14,8791.5,2205.0,1.0925,8047.1395881006865,2018.3066361556064
2024-03-15,8906.5,2218.5,1.0892,8177.102460521484,2036.8160117517446
2024-03-18,8973.0,2224.5,1.0892,8238.15644509732,2042.324641939038
2024-03-19,8875.0,2202.5,1.0854,8176.709047355814,2029.2058227381613
2024-03-20,8790.0,2231.5,1.0844,8105.864994466986,2057.8199926226484
2024-03-21,8873.5,2264.0,1.0907,8135.600990189786,2075.731181809847
2024-03-22,8741.0,2246.5,1.0823,8076.318950383443,2075.672179617481
2024-03-25,8745.0,2267.5,1.0835,8071.065989847716,2092.7549607752653
2024-03-26,8764.0,2275.5,1.0855,8073.698756333488,2096.2690004606175
2024-03-27,8696.0,2238.0,1.0816,8039.9408284023675,2069.156804733728
2024-03-28,8729.0,2270.0,1.0811,8074.1837017852195,2099.713255018037
2024-04-02,8920.0,2322.5,1.0749,8298.446367103918,2160.6661084752072
2024-04-03,8932.0,2334.0,1.0783,8283.409069832143,2164.518223128999
2024-04-04,9257.0,2394.5,1.0852,8530.224843346849,2206.505713232584
2024-04-05,9198.0,2391.0,1.0841,8484.457153399133,2205.516096301079
2024-04-08,9301.0,2417.0,1.0823,8593.735563152546,2233.207059040931
2024-04-09,9295.5,2403.0,1.0867,8553.878715376828,2211.2818625195546
2024-04-10,9365.0,2429.0,1.086,8623.388581952117,2236.648250460405
2024-04-11,9240.5,2410.5,1.0729,8612.638642930377,2246.7145120700907
2024-04-12,9402.0,2443.0,1.0652,8826.511453248217,2293.466015771686
2024-04-15,9390.0,2520.5,1.0656,8811.936936936936,2365.3340840840838
2024-04-16,9377.0,2512.0,1.0637,8815.455485569239,2361.5681113095798
2024-04-17,9434.0,2581.0,1.0638,8868.208309832675,2426.207933822147
2024-04-18,9617.0,2600.0,1.0679,9005.524861878452,2434.6848955894743
2024-04-19,9749.0,2645.5,1.0653,9151.41274758284,2483.3380268468977
2024-04-22,9814.5,2654.0,1.0632,9231.094808126412,2496.237772761475
2024-04-23,9599.0,2585.0,1.0674,8992.87989507214,2421.772531384673
2024-04-24,9671.0,2585.5,1.0686,9050.159086655438,2419.520868425978
2024-04-25,9791.0,2586.5,1.072,9133.395522388058,2412.7798507462685
2024-04-26,9869.0,2559.5,1.0714,9211.312301661379,2388.930371476573
2024-04-29,9935.0,2536.5,1.072,9267.723880597014,2366.1380597014922
2024-04-30,9973.5,2545.0,1.0718,9305.374136965851,2374.5101698077997
2024-05-02,9660.0,2510.0,1.0698,9029.725182277061,2346.232940736586
2024-05-03,9737.0,2517.0,1.0744,9062.732688011913,2342.7029039463887
2024-05-07,9847.0,2512.5,1.0766,9146.386773174809,2333.735835036225
2024-05-08,9740.0,2488.0,1.0743,9066.368798287256,2315.92664991157
2024-05-09,9728.0,2494.0,1.0732,9064.480059634738,2323.8911666045474
2024-05-10,9942.0,2515.0,1.0779,9223.49011967715,2333.2405603488264
2024-05-13,10009.0,2510.0,1.0795,9271.885132005558,2325.150532654007
2024-05-14,10077.0,2477.5,1.0796,9334.012597258245,2294.8314190440906
2024-05-15,10221.0,2529.5,1.0832,9435.930576070901,2335.2104874446086
2024-05-16,10308.0,2538.5,1.0866,9486.471562672557,2336.1862690962635
2024-05-17,10398.0,2544.0,1.0844,9588.712652157876,2345.997786794541
2024-05-20,10857.0,2568.0,1.0861,9996.317097873123,2364.423165454378
2024-05-21,10775.0,2645.0,1.0864,9918.078055964654,2434.6465390279823
2024-05-22,10447.0,2625.0,1.083,9646.352723915052,2423.8227146814406
2024-05-23,10290.5,2551.0,1.0854,9480.836557950986,2350.285608992077
2024-05-24,10256.5,2599.0,1.084,9461.715867158671,2397.60147601476
2024-05-28,10331.0,2653.0,1.0882,9493.659253813637,2437.9709612203637
2024-05-29,10294.0,2695.0,1.0857,9481.440545270332,2482.2695035460993
2024-05-30,10016.5,2665.5,1.0815,9261.673601479428,2464.6324549237174
2024-05-31,9985.0,2677.0,1.0852,9201.068927386657,2466.826391448581
2024-06-03,9985.5,2625.0,1.0842,9210.016602102933,2421.1400110680684
2024-06-04,9858.5,2603.0,1.0865,9073.630924988494,2395.7662218131613
2024-06-05,9769.0,2577.0,1.0872,8985.467255334805,2370.309050772627
2024-06-06,9930.0,2587.0,1.0865,9139.438564196962,2381.0400368154624
2024-06-07,9840.0,2578.5,1.0898,9029.179665993759,2366.030464305377
2024-06-10,9694.5,2515.5,1.0756,9013.10896243957,2338.6946820379326
2024-06-11,9567.0,2475.0,1.073,8916.123019571296,2306.6169617893756
2024-06-12,9697.5,2476.0,1.0765,9008.360427310728,2300.0464468183927
2024-06-13,9733.0,2498.0,1.0784,9025.408011869436,2316.3946587537093
2024-06-14,9650.0,2465.5,1.0686,9030.507205689688,2307.2244057645516
2024-06-17,9477.0,2420.5,1.0712,8847.087378640777,2259.6153846153848
2024-06-18,9426.0,2427.5,1.0715,8797.013532431172,2265.5156322911807
2024-06-19,9652.0,2445.0,1.0749,8979.43994790213,2274.630198157968
2024-06-20,9648.0,2461.0,1.0719,9000.839630562552,2295.923127157384
2024-06-21,9563.0,2452.5,1.0688,8947.417664670658,2294.629491017964
2024-06-24,9530.0,2454.5,1.073,8881.640260950606,2287.511649580615
2024-06-25,9492.0,2451.5,1.0714,8859.436251633377,2288.127683404891
2024-06-26,9420.0,2444.0,1.0689,8812.798203760876,2286.462718682758
2024-06-27,9422.5,2458.5,1.0696,8809.36798803291,2298.5228122662675
2024-06-28,9476.5,2485.5,1.0705,8852.405418028959,2321.812237272303
2024-07-01,9517.0,2496.5,1.0745,8857.142857142857,2323.4062354583525
2024-07-02,9546.5,2489.5,1.0729,8897.846956845931,2320.3467238326034
2024-07-03,9623.0,2487.0,1.0758,8944.971184234988,2311.7679866146123
2024-07-04,9726.5,2493.5,1.08,9006.018518518518,2308.796296296296
2024-07-05,9809.0,2495.5,1.0824,9062.269031781227,2305.5247597930525
2024-07-08,9808.0,2475.5,1.0835,9052.14582371943,2284.7254268574065
2024-07-09,9762.0,2468.5,1.0814,9027.186979840948,2282.68910671352
2024-07-10,9696.0,2432.0,1.0825,8957.043879907622,2246.651270207852
2024-07-11,9693.5,2428.5,1.0855,8929.986181483187,2237.217871948411
2024-07-12,9673.0,2422.0,1.089,8882.460973370065,2224.058769513315
2024-07-15,9679.5,2404.0,1.0907,8874.575960392409,2204.089117080774
2024-07-16,9565.5,2377.0,1.0902,8774.07815079802,2180.3338836910657
2024-07-17,9533.0,2363.0,1.0934,8718.675690506678,2161.1487104444855
2024-07-18,9342.0,2335.0,1.093,8547.11802378774,2136.3220494053066
2024-07-19,9214.0,2312.0,1.089,8460.97337006428,2123.0486685032142
2024-07-22,9127.5,2259.0,1.0888,8383.082292432035,2074.7612049963263
2024-07-23,9052.5,2264.0,1.086,8335.635359116022,2084.7145488029464
2024-07-24,9018.5,2266.0,1.0848,8313.51401179941,2088.8643067846606
2024-07-25,8917.0,2218.5,1.0851,8217.675790249747,2044.5120265413327
2024-07-26,9018.5,2229.0,1.086,8304.327808471455,2052.486187845304
2024-07-29,8906.0,2203.5,1.0817,8233.336414902467,2037.0712766940924
2024-07-30,8809.0,2161.5,1.0824,8138.396156688839,1996.9512195121952
2024-07-31,9014.5,2252.0,1.0828,8325.175471001108,2079.793128925009
2024-08-01,8998.0,2228.5,1.0789,8339.975901381036,2065.5297061822225
2024-08-02,8977.0,2214.5,1.0835,8285.186894323951,2043.839409321643
2024-08-05,8620.5,2167.0,1.0966,7861.116177275214,1976.1079700893672
2024-08-06,8715.0,2205.0,1.0915,7984.425103069171,2020.1557489693084
2024-08-07,8685.0,2202.5,1.0922,7951.840322285295,2016.5720563999266
2024-08-08,8649.0,2204.5,1.093,7913.083257090577,2016.9258920402563
2024-08-09,8805.0,2263.0,1.0917,8065.402583127234,2072.913804158652
2024-08-12,8851.0,2268.0,1.0925,8101.601830663615,2075.9725400457664
2024-08-13,8832.0,2256.5,1.0931,8079.773122312689,2064.3125057176835
2024-08-14,8906.0,2299.0,1.1019,8082.4031218803875,2086.3962247027857
2024-08-15,9009.0,2301.0,1.1011,8181.818181818182,2089.728453364817
2024-08-16,8938.0,2293.5,1.0994,8129.889030380208,2086.1378933963983
2024-08-19,9115.5,2369.5,1.1041,8256.045648039126,2146.091839507291
2024-08-20,9152.0,2435.0,1.1084,8256.946950559364,2196.8603392277155
2024-08-21,9138.0,2443.0,1.1116,8220.582943504858,2197.7329974811087
2024-08-22,9061.0,2471.0,1.1135,8137.404580152673,2219.128872923215
2024-08-23,9072.0,2499.0,1.1121,8157.539789587267,2247.100080927974
2024-08-27,9247.5,2520.0,1.1162,8284.805590395987,2257.659917577495
